Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season,Season_Year
11.0,Antonio McDyess,24.0,DEN,C,50.0,50.0,38.7,8.3,17.6,0.471,0.0,0.2,0.111,8.3,17.5,0.474,0.471,4.6,6.8,0.68,3.4,7.4,10.7,1.6,1.5,2.3,2.8,3.5,21.2,NBA3,1998-99,1999
12.0,Grant Hill,26.0,DET,SF,50.0,50.0,37.0,7.7,16.0,0.479,0.0,0.3,0.0,7.7,15.8,0.487,0.479,5.7,7.6,0.752,1.3,5.8,7.1,6.0,1.6,0.5,3.7,2.3,21.1,"MVP-8,NBA2",1998-99,1999
13.0,Kevin Garnett,22.0,MIN,PF,47.0,47.0,37.9,8.8,19.1,0.46,0.1,0.3,0.286,8.7,18.9,0.463,0.462,3.1,4.4,0.704,3.5,6.9,10.4,4.3,1.7,1.8,2.9,3.2,20.8,"MVP-10,DPOY-7,NBA3",1998-99,1999
14.0,Shawn Kemp,29.0,CLE,PF,42.0,42.0,35.1,6.6,13.7,0.482,0.0,0.0,0.5,6.6,13.6,0.482,0.483,7.3,9.3,0.789,3.1,6.1,9.2,2.4,1.1,1.1,3.0,3.8,20.5,MVP-11,1998-99,1999
15.0,Michael Finley,25.0,DAL,SF,50.0,50.0,41.0,7.8,17.5,0.444,0.9,2.7,0.331,6.9,14.8,0.465,0.47,3.7,4.5,0.823,1.4,3.9,5.3,4.4,1.3,0.3,2.1,1.9,20.2,,1998-99,1999
16.0,Alonzo Mourning,28.0,MIA,C,46.0,46.0,38.1,7.0,13.8,0.511,0.0,0.0,0.0,7.0,13.7,0.513,0.511,6.0,9.2,0.652,3.6,7.4,11.0,1.6,0.7,3.9,3.0,3.5,20.1,"MVP-2,DPOY-1,NBA1",1998-99,1999
17.0,Chris Webber,25.0,SAC,PF,42.0,42.0,40.9,9.0,18.5,0.486,0.1,0.8,0.118,8.9,17.7,0.503,0.488,1.9,4.1,0.454,3.5,9.4,13.0,4.1,1.4,2.1,3.5,3.5,20.0,"MVP-7,NBA2",1998-99,1999
18.0,Kobe Bryant,20.0,LAL,SG,50.0,50.0,37.9,7.2,15.6,0.465,0.5,2.0,0.267,6.7,13.6,0.494,0.482,4.9,5.8,0.839,1.1,4.2,5.3,3.8,1.4,1.0,3.1,3.1,19.9,NBA3,1998-99,1999
19.0,Mitch Richmond,33.0,WAS,SG,50.0,50.0,38.2,6.6,16.1,0.412,1.4,4.4,0.317,5.2,11.6,0.448,0.456,5.0,5.9,0.857,0.6,2.8,3.4,2.4,1.3,0.2,2.7,2.4,19.7,,1998-99,1999
20.0,Juwan Howard,25.0,WAS,SF,36.0,36.0,39.7,7.9,16.8,0.474,0.0,0.1,0.0,7.9,16.7,0.476,0.474,3.1,4.1,0.753,2.5,5.6,8.1,3.0,1.2,0.4,2.6,3.6,18.9,,1998-99,1999
21.0,Hakeem Olajuwon,36.0,HOU,C,50.0,50.0,35.7,7.5,14.5,0.514,0.1,0.3,0.308,7.4,14.2,0.518,0.517,3.9,5.4,0.717,2.1,7.4,9.6,1.8,1.6,2.5,2.8,3.2,18.9,"MVP-13,DPOY-7,NBA3",1998-99,1999
22.0,Toni Kukoč,30.0,CHI,SF,44.0,44.0,37.6,7.2,17.0,0.42,0.9,3.1,0.285,6.3,13.9,0.45,0.446,3.6,4.9,0.74,1.5,5.6,7.0,5.3,1.1,0.3,2.8,1.9,18.8,,1998-99,1999
23.0,Steve Smith,29.0,ATL,SG,36.0,36.0,36.5,6.0,15.0,0.402,1.3,3.9,0.338,4.7,11.1,0.424,0.445,5.3,6.3,0.849,1.4,2.8,4.2,3.3,1.0,0.3,2.8,2.8,18.7,MVP-16,1998-99,1999
24.0,Antoine Walker,22.0,BOS,PF,42.0,41.0,36.9,7.2,17.5,0.412,1.5,4.2,0.369,5.7,13.3,0.426,0.456,2.7,4.8,0.559,2.5,6.0,8.5,3.1,1.5,0.7,2.8,3.4,18.7,,1998-99,1999
25.0,Reggie Miller,33.0,IND,SG,50.0,50.0,35.7,5.9,13.4,0.438,2.1,5.5,0.385,3.8,7.9,0.475,0.517,4.5,4.9,0.915,0.5,2.2,2.7,2.2,0.7,0.2,1.5,2.0,18.4,,1998-99,1999
26.0,Glenn Robinson,26.0,MIL,SF,47.0,47.0,33.6,7.4,16.1,0.459,0.7,1.7,0.392,6.7,14.4,0.467,0.479,3.0,3.4,0.87,1.6,4.3,5.9,2.1,1.0,0.9,2.3,2.4,18.4,MVP-16,1998-99,1999
27.0,Vince Carter,22.0,TOR,SF,50.0,49.0,35.2,6.9,15.3,0.45,0.4,1.3,0.288,6.5,14.0,0.466,0.463,4.1,5.4,0.761,1.9,3.8,5.7,3.0,1.1,1.5,2.2,2.8,18.3,"MVP-16,ROY-1",1998-99,1999
28.0,Glen Rice,31.0,LAL,SF,27.0,25.0,36.5,6.3,14.7,0.432,2.0,5.0,0.393,4.4,9.7,0.452,0.499,2.9,3.3,0.856,0.3,3.3,3.7,2.6,0.6,0.2,1.7,2.5,17.5,,1998-99,1999
29.0,Tim Hardaway,32.0,MIA,PG,48.0,48.0,36.9,6.3,15.7,0.4,2.3,6.5,0.36,3.9,9.2,0.429,0.475,2.5,3.1,0.812,0.3,2.9,3.2,7.3,1.2,0.1,2.7,2.1,17.4,NBA2,1998-99,1999
30.0,Patrick Ewing,36.0,NYK,C,38.0,38.0,34.2,6.5,14.9,0.435,0.0,0.1,0.0,6.5,14.9,0.436,0.435,4.3,6.1,0.706,1.9,8.0,9.9,1.1,0.8,2.6,2.6,2.8,17.3,,1998-99,1999
31.0,Ray Allen,23.0,MIL,SG,50.0,50.0,34.4,6.1,13.5,0.45,1.5,4.2,0.356,4.6,9.3,0.492,0.505,3.5,3.9,0.903,1.1,3.1,4.2,3.6,1.1,0.1,2.4,2.3,17.1,,1998-99,1999
32.0,Tom Gugliotta,29.0,PHO,PF,43.0,43.0,36.3,6.4,13.3,0.483,0.0,0.2,0.286,6.4,13.2,0.486,0.485,4.0,5.1,0.794,3.0,5.8,8.9,2.8,1.4,0.5,2.0,2.6,17.0,,1998-99,1999
33.0,Ron Mercer,22.0,BOS,SG,41.0,40.0,37.8,7.4,17.2,0.431,0.1,0.7,0.167,7.3,16.5,0.443,0.435,2.0,2.6,0.79,0.9,2.9,3.8,2.5,1.6,0.3,2.2,2.0,17.0,,1998-99,1999
34.0,Jason Kidd,25.0,PHO,PG,50.0,50.0,41.2,6.2,14.0,0.444,0.9,2.5,0.366,5.3,11.5,0.461,0.476,3.6,4.8,0.757,1.7,5.0,6.8,10.8,2.3,0.4,3.0,2.2,16.9,"MVP-5,NBA1",1998-99,1999
35.0,Maurice Taylor,22.0,LAC,PF,46.0,45.0,32.7,6.8,14.7,0.461,0.0,0.1,0.167,6.7,14.5,0.463,0.461,3.3,4.5,0.728,2.2,3.1,5.3,1.5,0.3,0.6,2.6,3.9,16.8,,1998-99,1999
36.0,Paul Pierce,21.0,BOS,SF,48.0,47.0,34.0,5.9,13.5,0.439,1.8,4.3,0.412,4.2,9.2,0.451,0.504,2.9,4.1,0.713,2.4,4.0,6.4,2.4,1.7,1.0,2.4,2.9,16.5,ROY-3,1998-99,1999
37.0,Nick Van Exel,27.0,DEN,PG,50.0,50.0,36.0,6.1,15.4,0.398,1.4,4.7,0.308,4.7,10.7,0.437,0.445,2.8,3.5,0.811,0.3,2.0,2.3,7.4,0.8,0.1,2.4,1.8,16.5,,1998-99,1999
38.0,Clifford Robinson,32.0,PHO,SF,50.0,35.0,34.8,6.0,12.6,0.475,1.2,2.8,0.417,4.8,9.8,0.492,0.521,3.3,4.7,0.697,1.4,3.2,4.5,2.6,1.5,1.2,1.8,3.1,16.4,DPOY-7,1998-99,1999
39.0,Latrell Sprewell,28.0,NYK,SF,37.0,4.0,33.3,5.8,14.0,0.415,0.6,2.1,0.273,5.2,11.9,0.44,0.435,4.2,5.2,0.812,1.1,3.1,4.2,2.5,1.2,0.1,2.1,1.8,16.4,,1998-99,1999
40.0,Allan Houston,27.0,NYK,SG,50.0,50.0,36.3,5.9,14.1,0.418,1.1,2.8,0.407,4.7,11.3,0.421,0.459,3.4,3.9,0.862,0.4,2.6,3.0,2.7,0.7,0.2,2.6,2.3,16.3,,1998-99,1999
41.0,Charles Barkley,35.0,HOU,PF,42.0,40.0,36.3,5.7,12.0,0.478,0.1,0.6,0.16,5.6,11.4,0.495,0.482,4.6,6.4,0.719,4.0,8.3,12.3,4.6,1.0,0.3,2.4,2.1,16.1,,1998-99,1999
42.0,Gary Trent,24.0,DAL,PF,45.0,23.0,30.3,6.4,13.4,0.477,0.0,0.1,0.0,6.4,13.3,0.481,0.477,3.2,5.2,0.617,2.8,5.0,7.8,1.7,0.6,0.5,1.5,2.7,16.0,,1998-99,1999
43.0,Sam Cassell,29.0,2TM,PG,8.0,3.0,24.9,4.9,11.6,0.419,0.3,1.3,0.2,4.6,10.4,0.446,0.43,5.9,6.3,0.94,0.6,1.3,1.9,4.5,1.1,0.0,2.5,2.8,15.9,,1998-99,1999
44.0,Sam Cassell,29.0,NJN,PG,4.0,3.0,25.0,5.3,12.3,0.429,0.3,1.8,0.143,5.0,10.5,0.476,0.439,7.3,7.8,0.935,0.3,1.3,1.5,4.8,0.8,0.0,3.0,3.3,18.0,,1998-99,1999
45.0,Sam Cassell,29.0,MIL,PG,4.0,0.0,24.8,4.5,11.0,0.409,0.3,0.8,0.333,4.3,10.3,0.415,0.42,4.5,4.8,0.947,1.0,1.3,2.3,4.3,1.5,0.0,2.0,2.3,13.8,,1998-99,1999
46.0,Anfernee Hardaway,27.0,ORL,SG,50.0,50.0,38.9,6.0,14.3,0.42,0.8,2.8,0.286,5.2,11.5,0.452,0.448,3.0,4.2,0.706,1.5,4.2,5.7,5.3,2.2,0.5,3.0,2.2,15.8,MVP-16,1998-99,1999
47.0,David Robinson,33.0,SAS,C,49.0,49.0,31.7,5.5,10.8,0.509,0.0,0.0,0.0,5.5,10.7,0.51,0.509,4.9,7.4,0.658,3.0,7.0,10.0,2.1,1.4,2.4,2.2,2.9,15.8,"MVP-12,DPOY-4",1998-99,1999
48.0,Rod Strickland,32.0,WAS,PG,44.0,43.0,37.1,5.7,13.7,0.416,0.3,1.0,0.286,5.4,12.8,0.426,0.426,4.0,5.4,0.746,1.3,3.5,4.8,9.9,1.7,0.1,3.2,2.1,15.7,,1998-99,1999
49.0,Eddie Jones,27.0,2TM,SF,50.0,50.0,37.6,5.2,11.9,0.437,1.0,2.8,0.338,4.2,9.1,0.468,0.477,4.2,5.4,0.782,1.0,2.9,3.9,3.7,2.5,1.2,1.9,2.6,15.6,DPOY-7,1998-99,1999
50.0,Eddie Jones,27.0,LAL,SG,20.0,20.0,36.2,4.8,11.4,0.423,1.0,3.2,0.313,3.8,8.2,0.466,0.467,3.0,4.0,0.738,1.0,2.8,3.8,3.1,1.8,1.2,1.1,2.1,13.6,,1998-99,1999
51.0,Eddie Jones,27.0,CHH,SF,30.0,30.0,38.6,5.5,12.3,0.446,0.9,2.6,0.359,4.5,9.7,0.469,0.484,5.1,6.4,0.801,1.0,2.9,3.9,4.2,3.0,1.1,2.4,2.9,17.0,,1998-99,1999
52.0,Doug Christie,28.0,TOR,SG,50.0,50.0,35.4,5.0,13.0,0.388,1.0,3.2,0.304,4.1,9.8,0.415,0.425,4.1,4.9,0.841,1.2,3.0,4.1,3.7,2.3,0.5,2.4,2.2,15.2,,1998-99,1999
53.0,Zydrunas Ilgauskas,23.0,CLE,C,5.0,5.0,34.2,5.8,11.4,0.509,0.0,0.0,,5.8,11.4,0.509,0.509,3.6,6.0,0.6,3.4,5.4,8.8,0.8,0.8,1.4,1.8,4.8,15.2,,1998-99,1999
54.0,Detlef Schrempf,36.0,SEA,SF,50.0,39.0,35.3,5.2,11.0,0.472,0.7,1.7,0.395,4.5,9.3,0.486,0.503,4.0,4.9,0.823,1.5,5.9,7.4,3.7,0.8,0.5,2.1,3.0,15.0,,1998-99,1999
55.0,Nick Anderson,31.0,ORL,SF,47.0,39.0,33.6,5.4,13.6,0.395,2.0,5.9,0.347,3.3,7.7,0.433,0.47,2.1,3.4,0.611,1.1,4.8,5.9,1.9,1.4,0.3,1.8,1.5,14.9,,1998-99,1999
56.0,Rik Smits,32.0,IND,C,49.0,49.0,25.9,6.3,12.9,0.49,0.0,0.0,0.0,6.3,12.9,0.491,0.49,2.2,2.7,0.818,1.5,4.1,5.6,1.1,0.4,1.1,1.5,3.2,14.9,,1998-99,1999
57.0,Jamal Mashburn,26.0,MIA,SF,24.0,23.0,35.6,5.6,12.4,0.451,0.5,1.3,0.433,5.0,11.1,0.453,0.473,3.1,4.3,0.721,1.0,5.1,6.1,3.1,0.8,0.1,2.5,2.4,14.8,,1998-99,1999
58.0,Scottie Pippen,33.0,HOU,SF,50.0,50.0,40.2,5.2,12.1,0.432,1.4,4.2,0.34,3.8,7.8,0.482,0.492,2.6,3.7,0.721,1.3,5.2,6.5,5.9,2.0,0.7,3.2,2.4,14.5,DPOY-7,1998-99,1999
59.0,Jerry Stackhouse,24.0,DET,SG,42.0,9.0,28.3,4.3,11.6,0.371,0.8,3.0,0.278,3.5,8.6,0.403,0.407,5.0,5.9,0.85,0.6,1.9,2.5,2.8,0.8,0.5,2.9,1.9,14.5,,1998-99,1999
60.0,Vlade Divac,30.0,SAC,C,50.0,50.0,35.2,5.2,11.1,0.47,0.2,0.9,0.256,5.0,10.3,0.488,0.48,3.6,5.1,0.702,2.8,7.2,10.0,4.3,0.9,1.0,2.6,3.3,14.3,,1998-99,1999
61.0,Bobby Phills,29.0,CHH,SG,43.0,43.0,36.6,5.0,11.6,0.433,1.6,4.0,0.395,3.4,7.6,0.452,0.501,2.7,3.9,0.685,0.9,3.1,4.0,3.5,1.4,0.6,2.1,2.9,14.3,,1998-99,1999
62.0,David Wesley,28.0,CHH,PG,50.0,50.0,37.0,4.9,10.9,0.446,1.2,3.4,0.359,3.6,7.5,0.485,0.502,3.2,3.8,0.832,0.5,2.8,3.2,6.4,2.0,0.2,2.8,2.6,14.1,,1998-99,1999
63.0,Terrell Brandon,28.0,2TM,PG,36.0,34.0,33.8,5.9,14.1,0.418,0.3,1.3,0.255,5.6,12.8,0.435,0.43,1.8,2.2,0.833,0.8,3.0,3.7,8.6,1.8,0.3,2.1,2.3,13.9,,1998-99,1999
64.0,Terrell Brandon,28.0,MIL,PG,15.0,14.0,33.7,5.7,13.9,0.409,0.5,1.9,0.25,5.2,12.0,0.433,0.425,1.7,2.1,0.839,0.7,2.8,3.5,6.9,1.6,0.2,2.4,1.7,13.5,,1998-99,1999
65.0,Terrell Brandon,28.0,MIN,PG,21.0,20.0,33.9,6.0,14.2,0.425,0.2,0.9,0.263,5.8,13.3,0.436,0.433,1.9,2.2,0.83,0.8,3.1,3.9,9.8,1.9,0.3,1.8,2.7,14.2,,1998-99,1999
66.0,Chauncey Billups,22.0,DEN,SG,45.0,41.0,33.1,4.2,11.0,0.386,1.9,5.2,0.362,2.4,5.8,0.408,0.472,3.5,3.8,0.913,0.5,1.6,2.1,3.8,1.3,0.3,2.2,2.6,13.9,,1998-99,1999
67.0,Isaiah Rider,27.0,POR,SG,47.0,41.0,29.5,5.3,12.9,0.412,0.9,2.4,0.378,4.4,10.5,0.419,0.446,2.4,3.1,0.755,1.3,2.9,4.2,2.2,0.5,0.2,2.0,2.1,13.9,,1998-99,1999
68.0,Darrell Armstrong,30.0,ORL,PG,50.0,15.0,30.0,4.6,10.4,0.441,1.4,3.8,0.365,3.2,6.7,0.483,0.507,3.2,3.6,0.904,1.1,2.5,3.6,6.7,2.2,0.1,3.2,1.8,13.8,"MVP-15,MIP-1,6MOY-1",1998-99,1999
69.0,Vin Baker,27.0,SEA,PF,34.0,31.0,34.2,5.8,12.9,0.453,0.0,0.1,0.0,5.8,12.8,0.456,0.453,2.1,4.7,0.45,2.5,3.7,6.2,1.6,0.9,1.0,2.2,3.6,13.8,,1998-99,1999
70.0,Raef LaFrentz,22.0,DEN,C,12.0,12.0,32.3,4.9,10.8,0.457,1.0,2.6,0.387,3.9,8.2,0.48,0.504,3.0,4.0,0.75,2.8,4.8,7.6,0.7,0.8,1.4,0.8,3.2,13.8,,1998-99,1999
71.0,John Starks,33.0,GSW,SG,50.0,50.0,33.7,5.4,14.6,0.37,1.6,5.4,0.29,3.8,9.2,0.416,0.423,1.5,2.0,0.74,0.7,2.6,3.3,4.7,1.4,0.1,1.7,2.7,13.8,,1998-99,1999
72.0,Joe Smith,23.0,MIN,C,43.0,42.0,33.0,5.2,12.1,0.427,0.0,0.1,0.0,5.2,12.1,0.43,0.427,3.3,4.4,0.755,3.6,4.7,8.2,1.6,0.7,1.5,1.5,3.4,13.7,,1998-99,1999
73.0,Matt Geiger,29.0,PHI,C,50.0,40.0,30.8,5.3,11.1,0.479,0.0,0.1,0.2,5.3,11.0,0.482,0.48,2.8,3.5,0.797,2.7,4.5,7.2,1.2,0.8,0.8,2.0,3.1,13.5,,1998-99,1999
74.0,Mookie Blaylock,31.0,ATL,PG,48.0,48.0,36.7,5.1,13.6,0.379,1.6,5.2,0.307,3.5,8.3,0.425,0.439,1.4,1.9,0.758,0.9,3.7,4.7,5.8,2.1,0.2,2.4,1.3,13.3,,1998-99,1999
75.0,Mike Bibby,20.0,VAN,PG,50.0,50.0,35.2,5.2,12.1,0.43,0.3,1.5,0.203,4.9,10.6,0.461,0.442,2.5,3.4,0.751,0.6,2.1,2.7,6.5,1.6,0.1,2.9,2.4,13.2,,1998-99,1999
76.0,Corliss Williamson,25.0,SAC,SF,50.0,50.0,27.5,5.4,11.1,0.485,0.0,0.1,0.2,5.4,11.0,0.487,0.486,2.4,3.8,0.638,1.7,2.4,4.1,1.3,0.6,0.2,1.5,2.4,13.2,,1998-99,1999
77.0,Derrick Coleman,31.0,CHH,PF,37.0,29.0,31.8,4.5,11.0,0.414,0.2,0.9,0.212,4.4,10.1,0.432,0.422,3.9,5.1,0.753,2.1,6.8,8.9,2.1,0.6,1.1,2.4,2.6,13.1,,1998-99,1999
78.0,Kerry Kittles,24.0,NJN,SG,46.0,40.0,34.1,4.9,13.3,0.37,1.1,3.4,0.316,3.8,9.9,0.389,0.411,1.9,2.5,0.772,1.1,3.0,4.2,2.5,1.7,0.6,1.4,1.8,12.9,,1998-99,1999
79.0,Rasheed Wallace,24.0,POR,PF,49.0,18.0,28.9,4.9,9.7,0.508,0.3,0.6,0.419,4.7,9.1,0.515,0.522,2.7,3.7,0.732,1.2,3.8,4.9,1.2,1.0,1.1,1.6,3.6,12.8,"MVP-16,6MOY-2",1998-99,1999
80.0,Jason Williams,23.0,SAC,PG,50.0,50.0,36.1,4.6,12.3,0.374,2.0,6.5,0.31,2.6,5.9,0.446,0.455,1.6,2.1,0.752,0.3,2.8,3.1,6.0,1.9,0.0,2.9,1.8,12.8,ROY-2,1998-99,1999
81.0,Elden Campbell,30.0,2TM,C,49.0,33.0,29.8,4.5,9.5,0.477,0.0,0.0,0.0,4.5,9.5,0.478,0.477,3.5,5.5,0.639,2.6,5.5,8.1,1.4,0.8,1.5,1.6,3.2,12.6,,1998-99,1999
82.0,Elden Campbell,30.0,LAL,C,17.0,1.0,19.1,2.6,5.9,0.436,0.0,0.0,,2.6,5.9,0.436,0.436,2.2,3.6,0.613,2.2,3.4,5.6,0.5,0.1,0.9,1.3,3.0,7.4,,1998-99,1999
83.0,Elden Campbell,30.0,CHH,C,32.0,32.0,35.4,5.6,11.4,0.489,0.0,0.0,0.0,5.6,11.3,0.49,0.489,4.2,6.5,0.647,2.8,6.7,9.4,1.9,1.2,1.8,1.8,3.4,15.3,,1998-99,1999
84.0,Damon Stoudamire,25.0,POR,PG,50.0,50.0,33.5,5.0,12.6,0.396,0.9,2.8,0.31,4.1,9.7,0.421,0.431,1.8,2.4,0.73,0.8,2.5,3.3,6.2,1.0,0.1,2.2,1.6,12.6,,1998-99,1999
85.0,Cedric Ceballos,29.0,DAL,SF,13.0,5.0,27.1,4.5,10.8,0.421,0.8,2.2,0.393,3.7,8.6,0.429,0.461,2.6,3.8,0.694,1.8,4.8,6.5,0.9,0.5,0.4,2.2,1.8,12.5,,1998-99,1999
86.0,Alan Henderson,26.0,ATL,SF,38.0,37.0,30.1,4.9,11.1,0.442,0.0,0.0,0.0,4.9,11.1,0.443,0.442,2.6,3.9,0.671,2.6,3.9,6.6,0.7,0.9,0.5,1.5,2.5,12.5,,1998-99,1999
87.0,Bryon Russell,28.0,UTA,SF,50.0,50.0,35.4,4.3,9.4,0.464,1.0,2.9,0.354,3.3,6.4,0.514,0.519,2.7,3.4,0.795,1.3,4.0,5.3,1.5,1.5,0.3,1.5,3.1,12.4,,1998-99,1999
88.0,Jeff Hornacek,35.0,UTA,SG,48.0,48.0,29.9,4.5,9.4,0.477,0.7,1.7,0.42,3.8,7.7,0.489,0.514,2.6,2.9,0.893,0.7,2.6,3.3,4.0,1.1,0.3,1.7,2.0,12.2,,1998-99,1999
89.0,Lamond Murray,25.0,LAC,SF,50.0,13.0,26.3,4.5,11.6,0.391,0.7,2.1,0.33,3.8,9.5,0.404,0.42,2.5,3.1,0.803,1.2,2.7,3.9,1.2,1.2,0.4,2.0,2.1,12.2,,1998-99,1999
90.0,Kenny Anderson,28.0,BOS,PG,34.0,33.0,29.7,4.7,10.5,0.451,0.2,0.7,0.25,4.6,9.8,0.465,0.459,2.5,3.0,0.832,0.7,2.3,3.0,5.7,1.0,0.1,2.1,2.3,12.1,,1998-99,1999
91.0,Rex Chapman,31.0,PHO,SG,38.0,35.0,31.1,4.3,12.1,0.359,1.4,4.0,0.351,2.9,8.1,0.364,0.417,2.0,2.4,0.835,0.3,2.4,2.7,2.9,0.9,0.2,1.4,1.2,12.1,,1998-99,1999
92.0,Arvydas Sabonis,34.0,POR,C,50.0,48.0,27.0,4.6,9.6,0.485,0.1,0.5,0.292,4.5,9.1,0.496,0.493,2.7,3.5,0.771,1.8,6.1,7.9,2.4,0.7,1.3,1.7,2.9,12.1,MVP-13,1998-99,1999
93.0,Larry Johnson,29.0,NYK,PF,49.0,48.0,33.4,4.3,9.3,0.459,0.7,1.9,0.359,3.6,7.5,0.484,0.495,2.7,3.3,0.817,1.9,3.9,5.8,2.4,0.7,0.2,1.8,3.0,12.0,,1998-99,1999
94.0,Randy Livingston,23.0,PHO,PG,1.0,0.0,22.0,5.0,8.0,0.625,0.0,0.0,,5.0,8.0,0.625,0.625,2.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,12.0,,1998-99,1999
95.0,Kevin Willis,36.0,TOR,C,42.0,38.0,29.0,4.5,10.6,0.418,0.0,0.0,0.0,4.5,10.6,0.42,0.418,3.1,3.7,0.839,2.6,5.7,8.3,1.6,0.7,0.7,2.0,3.2,12.0,,1998-99,1999
96.0,Lindsey Hunter,28.0,DET,PG,49.0,49.0,35.8,4.7,10.7,0.435,1.2,3.1,0.386,3.4,7.6,0.456,0.491,1.4,1.8,0.753,0.5,2.9,3.4,3.9,1.8,0.2,1.9,2.6,11.9,,1998-99,1999
97.0,Kendall Gill,30.0,NJN,SF,50.0,47.0,32.1,4.7,11.9,0.398,0.0,0.3,0.118,4.7,11.5,0.406,0.4,2.3,3.3,0.683,1.2,3.7,4.9,2.5,2.7,0.5,1.4,3.2,11.8,,1998-99,1999
98.0,Brian Grant,26.0,POR,PF,48.0,46.0,31.8,3.8,8.0,0.479,0.0,0.0,,3.8,8.0,0.479,0.479,3.8,4.7,0.814,3.6,6.2,9.8,1.4,0.4,0.7,2.0,2.8,11.5,,1998-99,1999
99.0,P.J. Brown,29.0,MIA,PF,50.0,50.0,32.2,4.6,9.5,0.48,0.0,0.0,,4.6,9.5,0.48,0.48,2.3,2.9,0.774,2.3,4.6,6.9,1.3,0.9,1.0,1.4,3.3,11.4,,1998-99,1999
100.0,Joe Dumars,35.0,DET,SG,38.0,38.0,29.4,3.8,9.2,0.411,2.3,5.8,0.403,1.4,3.4,0.426,0.539,1.3,1.6,0.836,0.3,1.5,1.8,3.5,0.6,0.1,1.4,1.3,11.3,,1998-99,1999
101.0,Otis Thorpe,36.0,WAS,PF,49.0,38.0,31.4,4.9,9.0,0.545,0.0,0.0,0.0,4.9,8.9,0.548,0.545,1.5,2.2,0.698,2.0,4.9,6.8,2.1,0.9,0.4,1.8,4.0,11.3,,1998-99,1999
