Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season,Season_Year
29.0,Clifford Robinson,33.0,PHO,SF,80.0,67.0,35.5,6.6,14.3,0.464,1.5,4.1,0.37,5.1,10.2,0.501,0.517,3.7,4.8,0.782,1.3,3.2,4.5,2.8,1.1,0.8,2.1,3.0,18.5,DPOY-8,1999-00,2000
30.0,Michael Dickerson,24.0,VAN,SG,82.0,82.0,37.8,6.8,15.5,0.436,1.5,3.5,0.409,5.3,11.9,0.444,0.483,3.3,4.0,0.83,1.0,2.5,3.4,2.5,1.4,0.5,2.0,2.8,18.2,,1999-00,2000
31.0,Jalen Rose,27.0,IND,SF,80.0,80.0,37.2,7.0,15.0,0.471,1.0,2.5,0.393,6.1,12.5,0.486,0.503,3.2,3.8,0.827,0.5,4.3,4.8,4.0,1.1,0.6,2.4,2.9,18.2,"MVP-13,MIP-1",1999-00,2000
32.0,Reggie Miller,34.0,IND,SG,81.0,81.0,36.9,5.8,12.9,0.448,2.0,5.0,0.408,3.7,7.9,0.473,0.527,4.6,5.0,0.919,0.6,2.3,3.0,2.3,1.0,0.3,1.6,1.6,18.1,"MVP-13,AS",1999-00,2000
33.0,Steve Francis,22.0,HOU,PG,77.0,77.0,36.1,6.5,14.5,0.445,1.4,4.0,0.345,5.1,10.5,0.483,0.493,3.7,4.7,0.786,2.0,3.3,5.3,6.6,1.5,0.4,4.0,3.0,18.0,ROY-1,1999-00,2000
34.0,Shawn Kemp,30.0,CLE,C,82.0,82.0,30.4,5.9,14.1,0.417,0.0,0.1,0.333,5.9,14.1,0.418,0.418,6.0,7.7,0.776,2.8,6.0,8.8,1.7,1.2,1.2,3.5,4.5,17.8,,1999-00,2000
35.0,David Robinson,34.0,SAS,C,80.0,80.0,32.0,6.6,12.9,0.512,0.0,0.0,0.0,6.6,12.9,0.513,0.512,4.6,6.4,0.726,2.4,7.2,9.6,1.8,1.2,2.3,2.1,3.1,17.8,"AS,NBA3",1999-00,2000
36.0,Jamal Mashburn,27.0,MIA,SF,76.0,76.0,37.2,6.8,15.2,0.445,1.5,3.7,0.403,5.3,11.6,0.458,0.493,2.4,3.1,0.778,0.8,4.2,5.0,3.9,1.0,0.2,2.4,2.8,17.5,,1999-00,2000
37.0,Dirk Nowitzki,21.0,DAL,PF,82.0,81.0,35.8,6.3,13.6,0.461,1.4,3.7,0.379,4.9,9.9,0.491,0.513,3.5,4.2,0.83,1.2,5.2,6.5,2.5,0.8,0.8,1.7,3.1,17.5,,1999-00,2000
38.0,Mitch Richmond,34.0,WAS,SG,74.0,69.0,32.4,6.0,14.2,0.426,1.3,3.3,0.386,4.8,10.9,0.438,0.47,4.0,4.6,0.876,0.5,2.4,2.9,2.5,1.5,0.2,2.1,2.6,17.4,,1999-00,2000
39.0,Terrell Brandon,29.0,MIN,PG,71.0,71.0,36.4,6.8,14.7,0.466,0.7,1.9,0.402,6.1,12.8,0.476,0.492,2.6,2.9,0.899,0.6,2.7,3.4,8.9,1.9,0.4,2.6,2.2,17.1,,1999-00,2000
40.0,Maurice Taylor,23.0,LAC,PF,62.0,60.0,35.9,7.4,15.9,0.464,0.0,0.1,0.125,7.4,15.8,0.466,0.464,2.3,3.2,0.711,1.5,4.9,6.5,1.6,0.8,0.8,2.7,3.5,17.1,,1999-00,2000
41.0,Ron Mercer,23.0,2TM,SG,68.0,68.0,35.0,6.8,15.9,0.426,0.2,0.7,0.313,6.5,15.2,0.431,0.433,3.1,4.0,0.789,0.9,2.7,3.7,2.3,1.1,0.3,2.2,2.2,16.9,,1999-00,2000
42.0,Ron Mercer,23.0,DEN,SG,37.0,37.0,38.1,7.4,16.5,0.444,0.4,1.1,0.385,6.9,15.5,0.449,0.457,3.2,4.1,0.788,0.8,3.3,4.1,2.8,0.9,0.4,2.4,2.0,18.3,,1999-00,2000
43.0,Ron Mercer,23.0,ORL,SG,31.0,31.0,31.3,6.1,15.1,0.402,0.0,0.3,0.0,6.1,14.8,0.41,0.402,3.0,3.8,0.79,1.1,2.0,3.2,1.7,1.4,0.3,2.1,2.5,15.2,,1999-00,2000
44.0,Derek Anderson,25.0,LAC,SG,64.0,58.0,34.4,5.9,13.4,0.438,0.9,2.8,0.309,5.0,10.7,0.472,0.47,4.2,4.8,0.877,1.3,2.8,4.0,3.4,1.4,0.2,2.6,2.3,16.9,,1999-00,2000
45.0,Anfernee Hardaway,28.0,PHO,SG,60.0,60.0,37.6,6.3,13.3,0.474,0.6,1.7,0.324,5.8,11.6,0.496,0.494,3.8,4.8,0.79,1.5,4.3,5.8,5.3,1.6,0.6,2.6,2.7,16.9,,1999-00,2000
46.0,Derrick Coleman,32.0,CHH,PF,74.0,64.0,31.7,6.0,13.2,0.456,0.7,1.9,0.362,5.3,11.3,0.471,0.482,4.0,5.1,0.785,1.7,6.9,8.5,2.4,0.5,1.8,2.3,2.6,16.7,,1999-00,2000
47.0,Jim Jackson,29.0,ATL,SF,79.0,76.0,35.0,6.4,15.6,0.411,1.5,3.8,0.386,4.9,11.8,0.418,0.458,2.4,2.7,0.877,1.3,3.7,5.0,2.9,0.7,0.1,2.3,2.1,16.7,,1999-00,2000
48.0,Vin Baker,28.0,SEA,C,79.0,75.0,36.1,6.5,14.3,0.455,0.0,0.1,0.25,6.5,14.2,0.457,0.456,3.6,5.2,0.682,2.9,4.8,7.7,1.9,0.6,0.8,2.7,3.6,16.6,,1999-00,2000
49.0,Cedric Ceballos,30.0,DAL,SF,69.0,25.0,29.9,6.5,14.5,0.446,0.6,1.9,0.328,5.8,12.6,0.464,0.468,3.0,3.6,0.843,2.5,4.2,6.7,1.3,0.8,0.3,1.8,2.4,16.6,6MOY-3,1999-00,2000
50.0,Lamar Odom,20.0,LAC,SF,76.0,70.0,36.4,5.9,13.5,0.438,0.8,2.2,0.36,5.1,11.3,0.453,0.467,4.0,5.5,0.719,2.1,5.7,7.8,4.2,1.2,1.3,3.4,3.8,16.6,ROY-3,1999-00,2000
51.0,Rasheed Wallace,25.0,POR,PF,81.0,77.0,35.1,6.7,12.9,0.519,0.1,0.6,0.16,6.6,12.3,0.537,0.522,2.9,4.1,0.704,1.6,5.4,7.0,1.8,1.1,1.3,1.9,2.7,16.4,AS,1999-00,2000
52.0,Darrell Armstrong,31.0,ORL,PG,82.0,82.0,31.6,5.9,13.6,0.433,1.7,4.9,0.34,4.2,8.7,0.485,0.494,2.7,3.0,0.911,0.8,2.5,3.3,6.1,2.1,0.1,3.0,1.7,16.2,MVP-13,1999-00,2000
53.0,Chris Mills,30.0,GSW,SF,20.0,11.0,32.5,6.2,14.6,0.421,0.4,1.5,0.267,5.8,13.1,0.439,0.435,3.4,4.2,0.81,2.3,3.9,6.2,2.4,0.9,0.2,1.3,3.0,16.1,,1999-00,2000
54.0,Nick Van Exel,28.0,DEN,PG,79.0,79.0,37.3,6.0,15.4,0.39,1.7,5.1,0.332,4.3,10.3,0.419,0.445,2.5,3.0,0.817,0.4,3.5,3.9,9.0,0.9,0.1,2.8,1.9,16.1,,1999-00,2000
55.0,Lamond Murray,26.0,CLE,SF,74.0,72.0,32.0,6.2,13.8,0.451,0.7,1.9,0.367,5.5,11.9,0.465,0.476,2.8,3.6,0.761,1.7,4.0,5.7,1.8,1.4,0.5,2.5,2.8,15.9,,1999-00,2000
56.0,Glen Rice,32.0,LAL,SF,80.0,80.0,31.6,5.3,12.3,0.43,1.1,2.9,0.367,4.2,9.4,0.449,0.472,4.3,5.0,0.874,0.7,3.4,4.1,2.2,0.6,0.2,1.4,2.2,15.9,,1999-00,2000
57.0,Cuttino Mobley,24.0,HOU,SG,81.0,8.0,30.8,5.4,12.5,0.43,1.3,3.6,0.356,4.1,8.9,0.46,0.481,3.7,4.4,0.847,0.7,2.8,3.6,2.6,1.1,0.4,2.3,2.1,15.8,6MOY-2,1999-00,2000
58.0,Tracy McGrady,20.0,TOR,SF,79.0,34.0,31.2,5.8,12.9,0.451,0.2,0.8,0.277,5.6,12.1,0.463,0.46,3.5,5.0,0.707,2.4,4.0,6.3,3.3,1.1,1.9,2.0,2.5,15.4,6MOY-3,1999-00,2000
59.0,Larry Hughes,21.0,2TM,SG,82.0,37.0,28.3,5.6,14.0,0.4,0.4,1.5,0.232,5.2,12.5,0.421,0.413,3.4,4.6,0.74,1.4,2.9,4.3,2.5,1.4,0.3,2.4,2.3,15.0,,1999-00,2000
60.0,Larry Hughes,21.0,PHI,SG,50.0,5.0,20.4,3.8,9.2,0.416,0.2,1.0,0.216,3.6,8.2,0.441,0.428,2.1,2.8,0.746,1.0,2.1,3.2,1.5,1.1,0.2,1.9,1.9,10.0,,1999-00,2000
61.0,Larry Hughes,21.0,GSW,SG,32.0,32.0,40.8,8.3,21.4,0.389,0.6,2.3,0.243,7.8,19.1,0.407,0.402,5.4,7.3,0.736,1.9,4.0,5.9,4.1,1.9,0.5,3.1,3.0,22.7,,1999-00,2000
62.0,Patrick Ewing,37.0,NYK,C,62.0,62.0,32.8,5.8,12.5,0.466,0.0,0.0,0.0,5.8,12.5,0.467,0.466,3.3,4.6,0.731,2.3,7.5,9.7,0.9,0.6,1.4,2.3,3.2,15.0,,1999-00,2000
63.0,Juwan Howard,26.0,WAS,PF,82.0,82.0,35.5,6.2,13.5,0.459,0.0,0.1,0.0,6.2,13.4,0.462,0.459,2.5,3.4,0.735,1.6,4.1,5.7,3.0,0.8,0.3,2.7,3.6,14.9,,1999-00,2000
64.0,Steve Smith,30.0,POR,SG,82.0,81.0,32.8,5.1,11.0,0.467,1.2,2.9,0.398,4.0,8.0,0.492,0.52,3.5,4.1,0.85,1.5,2.3,3.8,2.5,0.9,0.4,1.4,2.6,14.9,,1999-00,2000
65.0,Toni Kukoč,31.0,2TM,SF,56.0,31.0,31.9,5.3,13.0,0.408,0.8,3.0,0.262,4.5,10.0,0.452,0.438,3.4,4.7,0.725,1.3,3.5,4.9,4.7,1.4,0.5,2.6,2.0,14.8,,1999-00,2000
66.0,Toni Kukoč,31.0,CHI,SF,24.0,23.0,36.2,6.2,16.2,0.381,0.8,3.3,0.231,5.4,12.9,0.419,0.405,4.9,6.5,0.761,1.5,3.9,5.4,5.2,1.8,0.8,3.1,2.1,18.0,,1999-00,2000
67.0,Toni Kukoč,31.0,PHI,SF,32.0,8.0,28.6,4.7,10.6,0.438,0.8,2.8,0.289,3.8,7.8,0.492,0.476,2.3,3.4,0.673,1.2,3.3,4.5,4.4,1.0,0.3,2.2,1.9,12.4,,1999-00,2000
68.0,Charles Barkley,36.0,HOU,PF,20.0,18.0,31.0,5.3,11.1,0.477,0.3,1.3,0.231,5.0,9.8,0.51,0.491,3.6,5.5,0.645,3.6,6.9,10.5,3.2,0.7,0.2,2.2,2.4,14.5,,1999-00,2000
69.0,Mike Bibby,21.0,VAN,PG,82.0,82.0,38.5,5.6,12.6,0.445,0.9,2.6,0.363,4.7,10.0,0.466,0.483,2.4,3.0,0.78,0.9,2.8,3.7,8.1,1.6,0.2,3.0,2.1,14.5,,1999-00,2000
70.0,Jason Kidd,26.0,PHO,PG,67.0,67.0,39.0,5.2,12.8,0.409,0.8,2.5,0.337,4.4,10.3,0.427,0.442,3.0,3.7,0.829,1.4,5.8,7.2,10.1,2.0,0.4,3.4,2.2,14.3,"MVP-11,DPOY-8,AS,NBA1",1999-00,2000
71.0,Donyell Marshall,26.0,GSW,PF,64.0,51.0,32.4,5.2,13.1,0.394,0.8,2.2,0.355,4.4,11.0,0.402,0.423,3.1,4.0,0.78,3.0,7.0,10.0,2.6,1.1,1.1,1.9,2.8,14.2,,1999-00,2000
72.0,Bryon Russell,29.0,UTA,SF,82.0,70.0,35.4,5.0,11.1,0.446,1.3,3.3,0.396,3.7,7.9,0.467,0.504,2.9,3.9,0.75,1.2,4.0,5.2,1.9,1.6,0.3,1.2,3.1,14.1,,1999-00,2000
73.0,Kenny Anderson,29.0,BOS,PG,82.0,82.0,31.6,5.3,12.0,0.44,1.0,2.7,0.386,4.3,9.3,0.456,0.483,2.4,3.1,0.775,0.7,2.1,2.7,5.1,1.7,0.1,1.6,2.8,14.0,,1999-00,2000
74.0,John Starks,34.0,2TM,SG,37.0,30.0,32.2,5.5,14.6,0.375,1.6,4.6,0.345,3.9,10.0,0.388,0.429,1.4,1.6,0.847,0.3,2.5,2.7,4.9,1.1,0.1,1.8,2.8,13.9,,1999-00,2000
75.0,John Starks,34.0,GSW,SG,33.0,30.0,33.6,5.8,15.4,0.378,1.7,4.9,0.348,4.1,10.5,0.392,0.433,1.4,1.6,0.833,0.3,2.5,2.8,5.2,1.1,0.1,1.9,2.8,14.7,,1999-00,2000
76.0,John Starks,34.0,CHI,SG,4.0,0.0,20.5,2.8,8.5,0.324,0.8,2.5,0.3,2.0,6.0,0.333,0.368,1.3,1.3,1.0,0.0,2.5,2.5,2.8,1.3,0.3,0.8,2.3,7.5,,1999-00,2000
77.0,Rodney Rogers,28.0,PHO,PF,82.0,7.0,27.9,5.2,10.7,0.486,1.4,3.2,0.439,3.8,7.5,0.506,0.551,1.9,3.0,0.639,1.7,3.8,5.5,2.1,1.1,0.6,2.0,3.5,13.8,6MOY-1,1999-00,2000
78.0,Bob Sura,26.0,CLE,SG,73.0,45.0,30.4,4.9,11.2,0.437,1.7,4.5,0.367,3.2,6.6,0.484,0.512,2.4,3.4,0.697,0.7,3.3,3.9,3.9,1.2,0.3,2.0,2.8,13.8,,1999-00,2000
79.0,Tom Gugliotta,30.0,PHO,PF,54.0,54.0,32.7,5.7,11.9,0.481,0.0,0.1,0.125,5.7,11.8,0.485,0.481,2.2,2.8,0.775,2.6,5.3,7.9,2.3,1.5,0.6,2.0,2.8,13.7,,1999-00,2000
80.0,Gary Trent,25.0,DAL,SF,11.0,11.0,27.4,6.4,12.9,0.493,0.0,0.2,0.0,6.4,12.7,0.5,0.493,1.0,1.9,0.524,1.8,2.9,4.7,2.0,0.7,0.3,2.3,2.5,13.7,,1999-00,2000
81.0,Bobby Phills,30.0,CHH,SG,28.0,9.0,29.5,5.4,12.0,0.454,1.1,3.3,0.33,4.4,8.7,0.5,0.499,1.7,2.3,0.723,0.6,1.9,2.5,2.8,1.5,0.3,1.7,2.6,13.6,,1999-00,2000
82.0,David Wesley,29.0,CHH,PG,82.0,82.0,33.7,5.0,11.6,0.426,1.1,3.0,0.355,3.9,8.6,0.451,0.472,2.6,3.4,0.778,0.5,2.3,2.7,5.6,1.3,0.1,1.9,2.3,13.6,,1999-00,2000
83.0,Tim Hardaway,33.0,MIA,PG,52.0,52.0,32.2,4.7,12.3,0.386,1.8,4.9,0.367,2.9,7.3,0.398,0.459,2.1,2.6,0.827,0.5,2.4,2.9,7.4,0.9,0.1,2.3,2.2,13.4,,1999-00,2000
84.0,Tyrone Nesby,24.0,LAC,SG,73.0,39.0,31.7,5.0,12.5,0.398,1.3,3.8,0.335,3.7,8.7,0.426,0.449,2.1,2.6,0.791,1.1,2.6,3.8,1.7,1.0,0.4,1.4,2.8,13.3,,1999-00,2000
85.0,Alan Henderson,27.0,ATL,PF,82.0,82.0,33.8,5.2,11.3,0.461,0.0,0.1,0.1,5.2,11.2,0.465,0.462,2.7,4.1,0.671,3.2,3.7,7.0,0.9,1.0,0.7,1.7,2.8,13.2,,1999-00,2000
86.0,Kendall Gill,31.0,NJN,SF,76.0,75.0,31.0,5.2,12.6,0.414,0.3,1.0,0.256,4.9,11.6,0.428,0.425,2.4,3.4,0.71,1.1,2.6,3.7,2.8,1.8,0.5,1.2,2.8,13.1,DPOY-8,1999-00,2000
87.0,Othella Harrington,26.0,VAN,PF,82.0,82.0,32.6,5.1,10.1,0.506,0.0,0.0,0.0,5.1,10.1,0.507,0.506,2.9,3.6,0.792,2.4,4.5,6.9,1.2,0.4,0.7,2.6,3.5,13.1,,1999-00,2000
88.0,Kerry Kittles,25.0,NJN,SG,62.0,61.0,30.6,4.9,11.3,0.437,1.5,3.9,0.4,3.4,7.4,0.456,0.506,1.6,2.0,0.795,0.7,2.9,3.6,2.3,1.3,0.3,0.9,1.9,13.0,,1999-00,2000
89.0,Rik Smits,33.0,IND,C,79.0,79.0,23.4,5.5,11.3,0.484,0.0,0.0,0.0,5.5,11.3,0.485,0.484,2.0,2.7,0.739,1.2,3.9,5.1,1.1,0.3,1.3,1.4,3.2,12.9,,1999-00,2000
90.0,Erick Strickland,26.0,DAL,SG,68.0,67.0,29.8,4.6,10.7,0.433,1.1,2.7,0.392,3.6,8.0,0.447,0.483,2.4,2.9,0.831,1.0,3.7,4.8,3.1,1.5,0.2,1.5,2.8,12.8,,1999-00,2000
91.0,Elden Campbell,31.0,CHH,C,78.0,77.0,32.5,4.7,10.6,0.446,0.0,0.1,0.0,4.7,10.6,0.45,0.446,3.2,4.6,0.69,2.2,5.4,7.6,1.7,0.7,1.9,1.6,3.4,12.7,,1999-00,2000
92.0,Lindsey Hunter,29.0,DET,PG,82.0,82.0,35.6,4.6,10.9,0.425,2.0,4.7,0.432,2.6,6.1,0.419,0.519,1.4,1.9,0.76,0.4,2.6,3.0,4.0,1.6,0.3,1.8,2.6,12.7,,1999-00,2000
93.0,Rod Strickland,33.0,WAS,PG,69.0,67.0,31.7,4.7,11.0,0.429,0.0,0.3,0.048,4.7,10.7,0.44,0.43,3.1,4.4,0.702,1.1,2.7,3.8,7.5,1.4,0.3,2.7,2.1,12.6,,1999-00,2000
94.0,Scottie Pippen,34.0,POR,SF,82.0,82.0,33.5,4.7,10.5,0.451,1.0,3.2,0.327,3.7,7.3,0.506,0.501,2.0,2.7,0.717,1.4,4.9,6.3,5.0,1.4,0.5,2.5,2.5,12.5,DPOY-8,1999-00,2000
95.0,Damon Stoudamire,26.0,POR,PG,78.0,78.0,30.4,4.9,11.5,0.432,1.0,2.7,0.377,3.9,8.7,0.449,0.477,1.6,1.9,0.841,0.8,2.3,3.1,5.2,1.0,0.0,1.9,2.2,12.5,,1999-00,2000
96.0,Doug Christie,29.0,TOR,SG,73.0,73.0,31.0,4.3,10.5,0.407,1.4,3.8,0.36,2.9,6.7,0.434,0.472,2.5,3.0,0.843,0.9,3.0,3.9,4.4,1.4,0.6,2.0,2.3,12.4,,1999-00,2000
97.0,Jeff Hornacek,36.0,UTA,SG,77.0,77.0,27.7,4.6,9.5,0.492,0.9,1.8,0.478,3.8,7.7,0.495,0.537,2.2,2.3,0.95,0.6,1.7,2.4,2.6,0.9,0.2,1.5,1.9,12.4,,1999-00,2000
98.0,Raef LaFrentz,23.0,DEN,C,81.0,80.0,30.1,4.8,10.9,0.446,0.7,2.3,0.328,4.1,8.6,0.477,0.48,2.0,2.9,0.686,2.1,5.8,7.9,1.2,0.5,2.2,1.2,3.6,12.4,,1999-00,2000
99.0,Shandon Anderson,26.0,HOU,SF,82.0,82.0,32.9,4.5,9.5,0.473,1.0,2.7,0.351,3.5,6.7,0.523,0.524,2.4,3.1,0.767,1.1,3.6,4.7,2.9,1.2,0.4,2.4,2.2,12.3,,1999-00,2000
100.0,Vlade Divac,31.0,SAC,C,82.0,81.0,29.0,4.7,9.3,0.503,0.1,0.3,0.269,4.6,9.0,0.511,0.507,2.8,4.1,0.691,2.1,5.9,8.0,3.0,1.3,1.3,2.3,3.1,12.3,,1999-00,2000
101.0,Jason Williams,24.0,SAC,PG,81.0,81.0,34.1,4.5,12.0,0.373,1.8,6.2,0.287,2.7,5.8,0.466,0.448,1.6,2.1,0.753,0.3,2.6,2.8,7.3,1.4,0.1,3.7,1.7,12.3,,1999-00,2000
