Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season,Season_Year
40.0,Ricky Sobers,25.0,IND,PG,79.0,,38.2,7.0,15.5,0.453,4.2,5.1,0.825,1.2,3.0,4.1,7.4,2.2,0.3,4.5,3.9,18.2,,1977-78,1978
41.0,Gus Williams,24.0,SEA,PG,79.0,,32.6,7.6,16.9,0.451,2.9,3.5,0.817,1.1,2.2,3.2,3.7,2.3,0.5,2.4,2.5,18.1,,1977-78,1978
42.0,Earl Monroe,33.0,NYK,SG,76.0,73.0,31.2,7.3,14.8,0.495,3.2,3.8,0.832,0.6,1.8,2.4,4.8,0.8,0.3,2.4,2.5,17.8,,1977-78,1978
43.0,Ron Boone,31.0,KCK,SG,82.0,,32.4,6.9,15.5,0.443,3.9,4.6,0.854,1.4,1.9,3.3,3.8,1.3,0.1,3.7,2.8,17.7,,1977-78,1978
44.0,Scott Wedman,25.0,KCK,SF,81.0,,36.6,7.5,14.7,0.509,2.7,3.1,0.87,1.8,3.9,5.7,2.5,1.2,0.3,2.0,3.0,17.7,,1977-78,1978
45.0,Fred Brown,29.0,SEA,SG,72.0,,27.3,7.1,14.5,0.488,2.4,2.7,0.898,0.8,1.8,2.6,3.3,1.5,0.3,2.3,2.0,16.6,,1977-78,1978
46.0,Wilbur Holland,26.0,CHI,SG,82.0,81.0,35.2,6.9,15.7,0.443,2.7,3.4,0.799,1.3,2.3,3.6,3.8,2.0,0.2,2.7,3.1,16.6,,1977-78,1978
47.0,Maurice Lucas,25.0,POR,PF,68.0,,31.2,6.7,14.5,0.458,3.0,4.0,0.767,2.7,6.4,9.1,2.5,0.9,0.8,2.8,3.3,16.4,"MVP-6,AS,NBA2",1977-78,1978
48.0,Walt Frazier,32.0,CLE,PG,51.0,,32.6,6.6,14.0,0.471,3.0,3.5,0.85,1.1,3.0,4.1,4.1,1.5,0.3,2.2,2.4,16.2,,1977-78,1978
49.0,Gail Goodrich,34.0,NOJ,SG,81.0,,31.5,6.4,13.0,0.495,3.3,4.1,0.795,0.9,1.3,2.2,4.8,1.0,0.3,2.5,2.3,16.1,,1977-78,1978
50.0,John Havlicek,37.0,BOS,SF,82.0,,34.1,6.7,14.8,0.449,2.8,3.3,0.855,1.1,2.9,4.0,4.0,1.1,0.3,2.5,2.3,16.1,AS,1977-78,1978
51.0,Lionel Hollins,24.0,POR,PG,81.0,,33.8,6.6,14.8,0.442,2.8,3.7,0.743,1.0,2.4,3.4,4.7,1.9,0.4,3.0,3.3,15.9,AS,1977-78,1978
52.0,Mitch Kupchak,23.0,WSB,PF,67.0,,26.3,5.9,11.5,0.512,4.2,6.0,0.697,2.4,4.4,6.9,1.1,0.4,0.6,2.7,2.9,15.9,,1977-78,1978
53.0,Otis Birdsong,22.0,KCK,SG,73.0,,25.7,6.4,13.1,0.492,3.0,4.2,0.697,1.0,1.4,2.4,2.4,1.0,0.2,2.0,2.5,15.8,,1977-78,1978
54.0,Billy Paultz,29.0,SAS,C,80.0,,31.0,6.5,12.2,0.529,2.9,3.8,0.752,2.2,6.3,8.4,2.7,0.5,2.4,2.1,2.8,15.8,,1977-78,1978
55.0,World B. Free,24.0,PHI,SG,76.0,5.0,27.0,5.1,11.3,0.455,5.4,7.4,0.731,1.2,1.6,2.8,4.0,0.9,0.5,2.6,2.6,15.7,,1977-78,1978
56.0,Alvan Adams,23.0,PHO,C,70.0,,27.3,6.2,12.8,0.485,3.1,4.2,0.73,2.3,5.8,8.1,3.2,1.2,0.9,3.3,3.5,15.5,,1977-78,1978
57.0,Kevin Grevey,24.0,WSB,SF,81.0,,26.2,6.2,13.9,0.448,3.0,3.8,0.789,1.5,2.0,3.6,1.9,0.8,0.2,2.0,2.5,15.5,,1977-78,1978
58.0,Swen Nater,28.0,BUF,C,78.0,,35.6,6.4,12.7,0.504,2.7,3.5,0.765,3.6,9.6,13.2,2.8,0.5,0.6,2.9,3.5,15.5,,1977-78,1978
59.0,Mike Bantom,26.0,IND,SF,82.0,,33.8,6.1,12.8,0.479,3.1,4.2,0.743,2.2,5.2,7.4,2.9,1.2,0.6,2.7,4.1,15.3,,1977-78,1978
60.0,James Edwards,22.0,2TM,C,83.0,,29.0,6.0,13.2,0.453,3.3,5.1,0.646,2.4,5.0,7.4,1.0,0.6,0.9,2.0,3.9,15.2,,1977-78,1978
61.0,James Edwards,22.0,LAL,C,25.0,,28.9,5.8,12.6,0.459,3.2,5.0,0.64,1.8,5.4,7.2,1.2,0.6,1.1,2.3,3.6,14.8,,1977-78,1978
62.0,James Edwards,22.0,IND,C,58.0,,29.0,6.0,13.4,0.45,3.3,5.1,0.649,2.6,4.9,7.5,1.0,0.6,0.9,1.9,4.0,15.4,,1977-78,1978
63.0,Kevin Porter,27.0,2TM,PG,82.0,,34.3,6.0,12.9,0.469,3.0,3.9,0.763,0.6,2.0,2.6,10.2,1.5,0.2,4.4,3.5,15.0,,1977-78,1978
64.0,Kevin Porter,27.0,DET,PG,8.0,,15.9,1.8,3.9,0.452,1.1,1.6,0.692,0.6,1.3,1.9,4.5,0.6,0.0,1.5,2.3,4.6,,1977-78,1978
65.0,Kevin Porter,27.0,NJN,PG,74.0,,36.3,6.5,13.8,0.47,3.2,4.1,0.765,0.6,2.0,2.7,10.8,1.6,0.2,4.7,3.6,16.2,,1977-78,1978
66.0,Jim Chones,28.0,CLE,C,82.0,82.0,35.4,6.4,13.6,0.472,2.2,3.0,0.72,2.7,7.6,10.3,1.6,0.6,0.7,2.2,2.9,15.0,,1977-78,1978
67.0,Lonnie Shelton,22.0,NYK,PF,82.0,45.0,28.3,6.2,12.0,0.514,2.5,3.4,0.736,2.5,4.6,7.1,2.4,1.3,1.4,2.8,4.3,14.9,,1977-78,1978
68.0,John Shumate,25.0,2TM,PF,80.0,,34.5,4.9,9.7,0.506,5.0,6.4,0.787,2.0,6.6,8.5,2.3,1.1,0.7,2.9,2.5,14.8,,1977-78,1978
69.0,John Shumate,25.0,BUF,PF,18.0,,32.8,4.2,8.4,0.497,4.1,5.5,0.747,1.8,5.3,7.1,3.2,0.8,0.5,2.6,3.2,12.4,,1977-78,1978
70.0,John Shumate,25.0,DET,PF,62.0,,35.0,5.1,10.0,0.508,5.3,6.6,0.797,2.0,6.9,8.9,2.0,1.2,0.7,3.0,2.3,15.5,,1977-78,1978
71.0,Jo Jo White,31.0,BOS,PG,46.0,,35.7,6.3,15.0,0.419,2.2,2.6,0.858,1.2,2.8,3.9,4.5,1.1,0.2,2.5,2.4,14.8,,1977-78,1978
72.0,Dave Meyers,24.0,MIL,PF,80.0,,30.2,5.4,11.7,0.461,3.9,5.4,0.722,1.8,4.9,6.7,3.0,1.1,0.6,2.7,3.0,14.7,,1977-78,1978
73.0,Bobby Jones,26.0,DEN,PF,75.0,,32.5,5.9,10.1,0.578,2.8,3.7,0.751,2.2,6.3,8.5,3.4,1.8,1.7,2.6,2.9,14.5,AS,1977-78,1978
74.0,Earl Tatum,24.0,2TM,SG,82.0,,30.8,6.2,13.3,0.469,1.9,2.4,0.781,1.0,2.6,3.6,3.6,1.7,0.5,2.2,3.1,14.3,,1977-78,1978
75.0,Earl Tatum,24.0,LAL,SG,25.0,,26.5,6.1,12.6,0.487,1.8,2.4,0.763,0.9,2.7,3.6,2.8,1.5,0.4,2.1,3.4,14.0,,1977-78,1978
76.0,Earl Tatum,24.0,IND,SG,57.0,,32.6,6.3,13.6,0.462,1.9,2.4,0.788,1.0,2.6,3.6,4.0,1.8,0.5,2.3,3.0,14.4,,1977-78,1978
77.0,Phil Chenier,27.0,WSB,SG,36.0,,26.0,5.6,12.5,0.443,3.0,3.8,0.79,0.4,2.4,2.8,2.0,1.0,0.3,1.9,1.5,14.1,,1977-78,1978
78.0,Marvin Webster,25.0,SEA,C,82.0,,35.5,5.2,10.4,0.502,3.5,5.6,0.629,4.4,8.2,12.6,2.5,0.6,2.0,3.1,3.2,14.0,MVP-10,1977-78,1978
79.0,Spencer Haywood,28.0,NYK,PF,67.0,57.0,26.3,6.1,12.7,0.484,1.4,2.0,0.711,2.1,4.5,6.6,1.9,0.6,1.1,2.1,2.8,13.7,,1977-78,1978
80.0,Lou Hudson,33.0,LAL,SG,82.0,,27.8,6.0,12.1,0.497,1.7,2.2,0.774,1.0,1.3,2.3,2.4,1.1,0.2,1.8,2.4,13.7,,1977-78,1978
81.0,Norm Nixon,22.0,LAL,PG,81.0,,34.3,6.1,12.3,0.497,1.4,2.0,0.714,0.5,2.4,3.0,6.8,1.7,0.1,3.1,3.2,13.7,ROY-5,1977-78,1978
82.0,Dave Bing,34.0,BOS,PG,80.0,,28.2,5.3,11.8,0.449,3.1,3.7,0.824,1.0,1.7,2.7,3.8,1.0,0.2,2.7,3.1,13.6,,1977-78,1978
83.0,Junior Bridgeman,24.0,MIL,SF,82.0,,22.9,5.8,11.5,0.503,2.0,2.5,0.81,1.4,2.1,3.5,2.1,0.9,0.4,2.1,2.5,13.6,,1977-78,1978
84.0,Charlie Scott,29.0,2TM,SG,79.0,,31.3,5.5,12.6,0.438,2.5,3.3,0.746,0.8,2.4,3.2,4.8,1.4,0.2,3.0,3.2,13.5,,1977-78,1978
85.0,Charlie Scott,29.0,BOS,SG,31.0,,34.8,6.8,15.6,0.433,2.7,3.8,0.712,0.8,2.5,3.3,4.6,1.6,0.2,3.4,3.1,16.3,,1977-78,1978
86.0,Charlie Scott,29.0,LAL,SG,48.0,,29.0,4.7,10.6,0.442,2.3,3.0,0.775,0.8,2.3,3.1,4.9,1.2,0.2,2.8,3.2,11.7,,1977-78,1978
87.0,Scott May,23.0,CHI,SF,55.0,55.0,32.8,5.1,11.2,0.454,3.2,3.9,0.81,2.1,3.9,6.0,2.1,0.9,0.1,2.3,3.1,13.4,,1977-78,1978
88.0,Dan Roundfield,24.0,IND,PF,79.0,,30.7,5.3,10.9,0.489,2.8,3.8,0.727,3.5,6.7,10.2,2.5,1.0,1.9,2.5,3.8,13.4,,1977-78,1978
89.0,Sidney Wicks,28.0,BOS,PF,81.0,,29.8,5.3,11.4,0.467,2.7,4.1,0.66,2.8,5.6,8.3,2.1,0.8,0.6,2.8,3.9,13.4,,1977-78,1978
90.0,Mike Newlin,29.0,HOU,SG,45.0,,26.2,4.8,11.0,0.436,3.4,3.9,0.874,0.8,1.9,2.7,4.5,1.2,0.2,2.7,2.8,13.0,,1977-78,1978
91.0,Jamaal Wilkes,24.0,LAL,SF,51.0,,29.2,5.4,12.4,0.44,2.1,2.9,0.716,2.2,5.2,7.5,3.6,1.5,0.4,2.1,3.2,12.9,,1977-78,1978
92.0,Richard Washington,22.0,KCK,PF,78.0,,28.6,5.4,11.4,0.477,1.9,2.6,0.754,2.4,6.0,8.4,1.5,0.9,0.9,2.4,4.2,12.8,,1977-78,1978
93.0,Bob Gross,24.0,POR,SF,72.0,,30.0,5.3,10.0,0.529,2.1,2.6,0.8,2.5,3.1,5.6,3.5,1.4,0.7,2.5,3.3,12.7,,1977-78,1978
94.0,Steve Hawes,27.0,ATL,PF,75.0,,31.0,5.2,11.4,0.453,2.3,2.9,0.818,2.4,6.8,9.2,2.5,1.0,0.8,2.0,3.1,12.7,,1977-78,1978
95.0,Dennis Johnson,23.0,SEA,SG,81.0,,27.3,4.5,10.9,0.417,3.7,5.0,0.732,1.9,1.8,3.6,2.8,1.5,0.6,2.0,2.6,12.7,,1977-78,1978
96.0,Robert Parish,24.0,GSW,C,82.0,,24.0,5.2,11.1,0.472,2.0,3.2,0.625,2.6,5.7,8.3,1.2,1.0,1.5,2.5,3.5,12.5,,1977-78,1978
97.0,Elmore Smith,28.0,CLE,C,81.0,,24.6,5.0,10.0,0.497,2.5,3.8,0.663,2.2,6.2,8.4,0.7,0.6,2.2,1.7,3.0,12.5,,1977-78,1978
98.0,M.L. Carr,27.0,DET,SF,79.0,,32.4,4.9,10.8,0.455,2.5,3.4,0.738,2.6,4.5,7.1,2.3,1.9,0.3,2.7,3.1,12.4,,1977-78,1978
99.0,John Lucas,24.0,HOU,PG,82.0,82.0,35.8,5.0,11.5,0.435,2.4,3.0,0.772,0.6,2.5,3.1,9.4,2.0,0.1,2.6,2.5,12.4,,1977-78,1978
100.0,Austin Carr,29.0,CLE,SG,82.0,,26.7,5.0,11.5,0.438,2.2,2.7,0.813,0.9,1.4,2.3,2.7,0.8,0.2,1.8,2.0,12.3,,1977-78,1978
101.0,Aaron James,25.0,NOJ,SF,80.0,,26.5,5.4,10.8,0.497,1.5,2.0,0.745,2.0,3.2,5.3,1.4,0.5,0.3,1.6,3.2,12.2,,1977-78,1978
102.0,Ron Lee,25.0,PHO,PG,82.0,,23.5,5.1,11.6,0.439,2.1,2.8,0.746,1.2,1.9,3.1,3.7,2.7,0.2,2.7,3.1,12.2,,1977-78,1978
103.0,Lucius Allen,30.0,KCK,PG,77.0,,27.9,4.8,11.0,0.441,2.3,2.9,0.791,0.9,2.1,3.0,4.7,1.2,0.4,2.8,2.3,11.9,,1977-78,1978
104.0,Howard Porter,29.0,2TM,SF,63.0,,21.0,4.9,10.1,0.487,2.0,2.5,0.8,1.6,2.8,4.4,0.7,0.5,0.6,0.9,2.1,11.8,,1977-78,1978
105.0,Howard Porter,29.0,DET,SF,8.0,,13.4,2.0,5.4,0.372,0.5,0.9,0.571,0.6,1.5,2.1,0.3,0.4,0.6,0.6,1.9,4.5,,1977-78,1978
106.0,Howard Porter,29.0,NJN,SF,55.0,,22.1,5.3,10.8,0.495,2.2,2.7,0.811,1.7,3.0,4.8,0.7,0.5,0.6,0.9,2.2,12.8,,1977-78,1978
107.0,Darryl Dawkins,21.0,PHI,C,70.0,11.0,24.6,4.7,8.2,0.575,2.2,3.1,0.709,1.7,6.3,7.9,1.2,0.5,1.8,1.8,3.8,11.7,,1977-78,1978
108.0,Kermit Washington,26.0,2TM,PF,57.0,,28.4,4.3,8.9,0.487,3.0,4.3,0.691,3.8,7.0,10.8,1.3,0.8,1.1,1.9,3.3,11.6,,1977-78,1978
109.0,Kermit Washington,26.0,LAL,PF,25.0,,30.0,4.4,9.8,0.451,2.7,4.4,0.618,4.4,6.8,11.2,1.2,0.8,1.0,2.1,3.0,11.5,,1977-78,1978
110.0,Kermit Washington,26.0,BOS,PF,32.0,,27.1,4.3,8.2,0.521,3.2,4.3,0.75,3.3,7.2,10.5,1.3,0.9,1.3,1.7,3.6,11.8,,1977-78,1978
111.0,Brian Taylor,26.0,DEN,PG,39.0,,31.3,4.7,10.3,0.452,2.3,2.9,0.765,0.8,1.7,2.5,3.4,1.8,0.2,2.0,3.1,11.6,,1977-78,1978
112.0,Marvin Barnes,25.0,2TM,PF,60.0,,27.4,4.7,11.0,0.422,2.1,3.0,0.703,2.3,5.1,7.3,2.3,1.1,1.4,2.3,4.0,11.4,,1977-78,1978
113.0,Marvin Barnes,25.0,DET,PF,12.0,,22.4,4.4,9.8,0.449,1.2,2.4,0.483,2.3,5.3,7.6,1.6,0.6,0.9,2.4,3.6,10.0,,1977-78,1978
114.0,Marvin Barnes,25.0,BUF,PF,48.0,,28.7,4.7,11.3,0.416,2.4,3.2,0.745,2.2,5.0,7.3,2.4,1.2,1.5,2.2,4.1,11.8,,1977-78,1978
115.0,Charlie Criss,29.0,ATL,PG,77.0,,25.1,4.1,9.8,0.425,3.1,3.8,0.797,0.3,1.3,1.6,3.8,1.4,0.1,1.9,1.9,11.4,,1977-78,1978
116.0,Tom Henderson,26.0,WSB,PG,75.0,,30.9,4.5,10.5,0.432,2.4,3.2,0.746,0.9,1.7,2.6,5.4,1.2,0.2,2.6,1.7,11.4,,1977-78,1978
117.0,Sonny Parker,22.0,GSW,SF,82.0,,25.2,5.0,9.5,0.519,1.5,2.1,0.705,2.0,2.7,4.7,1.9,1.6,0.4,1.6,2.3,11.4,,1977-78,1978
118.0,Bob Wilkerson,23.0,DEN,SF,81.0,,34.3,4.7,11.6,0.408,1.9,2.6,0.748,1.2,4.6,5.9,5.4,1.6,0.3,3.6,3.4,11.4,,1977-78,1978
119.0,Lloyd Neal,27.0,POR,PF,61.0,,19.2,4.5,8.9,0.504,2.1,2.9,0.718,1.9,4.2,6.1,1.3,0.5,0.3,1.6,2.1,11.0,,1977-78,1978
120.0,Darnell Hillman,28.0,2TM,PF,78.0,,25.2,4.4,9.1,0.479,2.1,3.7,0.584,2.6,4.8,7.4,1.3,0.8,1.0,2.2,3.7,10.9,,1977-78,1978
121.0,Darnell Hillman,28.0,NJN,PF,45.0,,27.1,5.2,11.1,0.471,2.6,4.6,0.576,2.8,4.7,7.5,1.1,1.1,1.0,2.4,3.6,13.1,,1977-78,1978
122.0,Darnell Hillman,28.0,DEN,PF,33.0,,22.6,3.2,6.3,0.498,1.5,2.5,0.605,2.2,5.0,7.2,1.6,0.4,1.1,2.0,3.9,7.8,,1977-78,1978
123.0,Ron Behagen,27.0,3TM,PF,80.0,,21.7,4.3,10.1,0.43,2.2,3.1,0.725,2.5,3.9,6.4,1.3,0.8,0.4,2.2,3.3,10.9,,1977-78,1978
124.0,Ron Behagen,27.0,ATL,PF,26.0,,22.0,4.5,9.6,0.47,2.0,2.7,0.729,2.0,4.6,6.7,1.3,1.2,0.5,2.2,3.7,11.0,,1977-78,1978
125.0,Ron Behagen,27.0,HOU,PF,3.0,,11.0,2.3,3.7,0.636,0.0,0.3,0.0,0.7,1.7,2.3,0.7,0.0,0.0,1.0,2.0,4.7,,1977-78,1978
126.0,Ron Behagen,27.0,IND,PF,51.0,,22.2,4.4,10.7,0.408,2.5,3.5,0.727,2.9,3.7,6.5,1.3,0.6,0.4,2.2,3.1,11.2,,1977-78,1978
127.0,Leon Douglas,23.0,DET,C,79.0,,25.2,4.1,8.4,0.481,2.8,4.4,0.641,2.3,5.1,7.4,1.4,0.7,0.6,2.5,3.7,10.9,,1977-78,1978
128.0,Bubbles Hawkins,23.0,NJN,SG,15.0,,22.9,4.6,10.0,0.46,1.7,1.9,0.862,1.4,1.9,3.3,2.5,1.5,0.9,2.9,3.4,10.9,,1977-78,1978
129.0,Johnny Davis,22.0,POR,SG,82.0,,26.7,4.2,9.2,0.454,2.3,2.8,0.828,0.8,1.3,2.1,2.6,1.0,0.2,1.8,2.1,10.7,,1977-78,1978
130.0,Jack Sikma,22.0,SEA,PF,82.0,,27.3,4.2,9.2,0.455,2.3,3.0,0.777,2.4,5.9,8.3,1.6,0.8,0.5,2.3,3.7,10.7,ROY-4,1977-78,1978
131.0,John Johnson,30.0,2TM,SF,77.0,,23.7,4.4,10.7,0.415,1.7,2.3,0.751,1.3,2.7,4.0,2.7,0.6,0.2,2.2,2.6,10.6,,1977-78,1978
132.0,John Johnson,30.0,HOU,SF,1.0,,11.0,1.0,4.0,0.25,2.0,3.0,0.667,2.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,4.0,,1977-78,1978
133.0,John Johnson,30.0,SEA,SF,76.0,,23.8,4.5,10.8,0.416,1.7,2.3,0.753,1.3,2.7,4.0,2.8,0.6,0.3,2.2,2.6,10.7,,1977-78,1978
134.0,Dwight Jones,25.0,HOU,PF,82.0,,30.2,4.2,9.5,0.445,2.2,2.8,0.777,2.6,5.2,7.8,1.3,0.9,0.5,2.0,3.2,10.6,,1977-78,1978
135.0,Chris Ford,29.0,DET,SG,82.0,,31.5,4.6,9.5,0.481,1.4,1.9,0.734,1.4,1.8,3.3,4.6,2.0,0.2,2.8,2.2,10.5,,1977-78,1978
136.0,Eddie Johnson,22.0,ATL,SG,79.0,,23.7,4.2,8.7,0.484,2.1,2.5,0.816,0.6,1.3,1.9,3.0,1.3,0.1,2.1,2.9,10.5,,1977-78,1978
137.0,Kevin Kunnert,26.0,HOU,C,80.0,,26.9,4.6,10.5,0.437,1.2,1.7,0.689,3.3,5.4,8.7,1.2,0.6,1.1,1.8,3.9,10.4,,1977-78,1978
138.0,John Mengelt,28.0,CHI,SG,81.0,8.0,21.8,4.0,8.3,0.481,2.3,2.9,0.773,0.5,1.1,1.6,2.9,0.6,0.0,1.5,2.1,10.3,,1977-78,1978
139.0,Bingo Smith,31.0,CLE,SG,82.0,,19.3,4.5,10.2,0.439,1.3,1.6,0.8,0.8,1.7,2.5,1.1,0.5,0.3,1.0,1.9,10.3,,1977-78,1978
140.0,Larry McNeill,27.0,2TM,PF,46.0,,20.4,3.5,7.7,0.455,3.2,3.8,0.829,1.7,2.7,4.4,1.0,0.4,0.2,1.5,2.5,10.2,,1977-78,1978
141.0,Larry McNeill,27.0,GSW,PF,9.0,,7.4,0.7,2.0,0.333,1.7,2.1,0.789,0.2,1.3,1.6,0.2,0.0,0.1,0.8,1.6,3.0,,1977-78,1978
142.0,Larry McNeill,27.0,BUF,PF,37.0,,23.6,4.2,9.1,0.462,3.5,4.2,0.833,2.1,3.0,5.1,1.2,0.5,0.3,1.6,2.7,11.9,,1977-78,1978
143.0,Rich Kelley,24.0,NOJ,C,82.0,,25.8,3.7,7.3,0.505,2.7,3.5,0.779,3.0,6.2,9.3,2.8,1.1,1.6,2.7,3.6,10.2,,1977-78,1978
144.0,Tom Owens,28.0,POR,C,82.0,,20.9,3.8,7.8,0.49,2.5,3.4,0.741,2.4,4.2,6.6,2.0,0.4,0.5,1.9,3.2,10.1,,1977-78,1978
145.0,Bill Robinzine,25.0,KCK,PF,82.0,,21.3,3.7,8.3,0.451,2.5,3.3,0.76,2.1,4.5,6.6,0.9,0.9,0.1,2.1,3.4,10.0,,1977-78,1978
146.0,Nate Williams,27.0,2TM,SG,73.0,,17.1,4.3,9.9,0.431,1.4,1.7,0.835,0.9,1.9,2.8,1.0,0.8,0.5,1.1,2.5,9.9,,1977-78,1978
147.0,Nate Williams,27.0,NOJ,SG,27.0,,16.1,3.3,7.9,0.421,1.1,1.4,0.838,1.0,2.3,3.3,1.3,0.8,0.4,0.9,2.3,7.8,,1977-78,1978
148.0,Nate Williams,27.0,GSW,SG,46.0,,17.7,4.8,11.1,0.435,1.5,1.8,0.833,0.8,1.7,2.5,0.9,0.8,0.5,1.3,2.6,11.2,,1977-78,1978
149.0,Tom McMillen,25.0,ATL,C,68.0,,24.8,4.1,8.4,0.493,1.7,2.1,0.8,2.2,3.9,6.1,1.2,0.5,0.2,1.6,3.4,9.9,,1977-78,1978
150.0,Armond Hill,24.0,ATL,PG,82.0,82.0,30.9,3.7,8.9,0.415,2.3,2.7,0.848,0.7,2.1,2.8,5.2,1.8,0.2,2.9,3.7,9.7,,1977-78,1978
151.0,Alex English,24.0,MIL,SF,82.0,,18.9,4.2,7.7,0.542,1.3,1.7,0.727,1.8,3.1,4.8,1.6,0.5,0.7,1.7,2.2,9.6,,1977-78,1978
152.0,Anthony Roberts,22.0,DEN,SF,82.0,,19.5,3.8,9.0,0.423,1.9,2.6,0.722,1.6,2.6,4.3,1.3,0.5,0.1,1.4,2.6,9.5,,1977-78,1978
153.0,Butch Beard,30.0,NYK,PG,79.0,37.0,25.1,3.9,7.8,0.502,1.6,2.0,0.806,1.0,2.4,3.3,4.3,1.5,0.0,1.9,2.5,9.4,,1977-78,1978
154.0,Jim McElroy,24.0,NOJ,PG,74.0,,23.8,3.9,8.2,0.473,1.7,2.3,0.737,0.6,1.4,2.0,3.9,0.8,0.5,1.9,1.5,9.4,,1977-78,1978
155.0,Quinn Buckner,23.0,MIL,PG,82.0,82.0,25.3,3.8,8.2,0.468,1.6,2.5,0.645,1.0,2.1,3.0,5.6,2.3,0.2,2.8,3.5,9.3,,1977-78,1978
156.0,Ray Williams,23.0,NYK,PG,81.0,10.0,19.1,3.8,8.5,0.443,1.8,2.6,0.705,1.0,1.5,2.6,4.5,1.3,0.2,3.0,2.6,9.3,,1977-78,1978
157.0,Steve Mix,30.0,PHI,SF,82.0,20.0,22.2,3.5,6.8,0.52,2.1,2.7,0.795,1.2,2.5,3.6,2.1,1.1,0.0,1.6,1.9,9.2,,1977-78,1978
158.0,Larry Wright,23.0,WSB,PG,70.0,,20.9,4.0,8.1,0.496,1.1,1.5,0.71,0.4,1.0,1.5,3.7,1.0,0.2,1.9,2.8,9.2,,1977-78,1978
159.0,Henry Bibby,28.0,PHI,PG,82.0,82.0,30.7,3.5,8.0,0.434,2.1,2.7,0.781,0.8,2.3,3.1,5.7,1.1,0.1,1.9,2.5,9.1,,1977-78,1978
160.0,Louie Dampier,33.0,SAS,PG,82.0,,24.8,4.1,8.0,0.509,0.9,1.2,0.752,0.3,1.2,1.5,3.5,1.1,0.2,1.2,1.0,9.1,,1977-78,1978
161.0,Mike Gale,27.0,SAS,SG,70.0,,29.9,3.9,8.3,0.473,1.2,1.4,0.87,0.8,2.4,3.2,5.4,2.3,0.4,2.5,2.4,9.1,,1977-78,1978
162.0,Bird Averitt,25.0,2TM,SG,55.0,,19.7,3.6,8.8,0.409,1.8,2.6,0.709,0.3,1.2,1.5,3.6,0.7,0.2,2.6,2.2,9.0,,1977-78,1978
163.0,Bird Averitt,25.0,NJN,SG,21.0,,19.5,3.3,9.0,0.367,1.7,2.1,0.8,0.3,1.2,1.6,3.2,0.8,0.0,2.6,1.8,8.3,,1977-78,1978
164.0,Bird Averitt,25.0,BUF,SG,34.0,,19.9,3.8,8.7,0.436,1.9,2.8,0.667,0.3,1.2,1.5,3.8,0.6,0.2,2.6,2.5,9.5,,1977-78,1978
165.0,Ken Charles,26.0,ATL,SG,21.0,,24.8,3.5,8.8,0.397,2.0,2.4,0.84,0.3,0.9,1.1,3.9,1.2,0.2,1.8,2.5,9.0,,1977-78,1978
166.0,Foots Walker,26.0,CLE,PG,81.0,,30.8,3.5,7.9,0.448,2.0,2.7,0.719,0.9,2.7,3.6,5.6,2.2,0.3,2.2,2.7,9.0,,1977-78,1978
167.0,Terry Furlow,23.0,CLE,SG,53.0,,15.6,3.6,8.4,0.433,1.7,1.9,0.889,0.9,1.1,2.0,1.4,0.4,0.3,1.5,1.3,8.9,,1977-78,1978
168.0,Dave Twardzik,27.0,POR,PG,75.0,,24.3,3.2,5.5,0.592,2.4,3.1,0.782,0.5,1.3,1.8,3.3,1.4,0.1,2.1,2.5,8.9,,1977-78,1978
169.0,Bob Carrington,24.0,2TM,SG,72.0,,23.0,3.5,8.2,0.43,1.8,2.4,0.76,1.0,1.4,2.4,1.6,0.9,0.3,1.6,2.8,8.8,,1977-78,1978
170.0,Bob Carrington,24.0,NJN,SG,37.0,,27.9,4.2,10.6,0.401,1.9,2.6,0.742,1.1,1.9,3.0,1.5,1.2,0.3,1.8,3.6,10.4,,1977-78,1978
171.0,Bob Carrington,24.0,IND,SG,35.0,,17.7,2.7,5.6,0.487,1.7,2.1,0.784,0.8,1.0,1.8,1.8,0.6,0.3,1.5,2.1,7.1,,1977-78,1978
172.0,Joe Meriweather,24.0,NOJ,C,54.0,,23.6,3.6,7.6,0.472,1.6,2.5,0.654,2.5,4.4,6.9,1.1,0.3,2.2,1.7,3.5,8.8,,1977-78,1978
173.0,Clifford Ray,29.0,GSW,C,79.0,,28.7,3.4,6.0,0.571,1.9,3.1,0.609,3.0,6.6,9.6,1.9,0.9,1.1,1.9,3.7,8.8,,1977-78,1978
174.0,Cazzie Russell,33.0,CHI,SF,36.0,5.0,21.9,3.7,8.4,0.438,1.4,1.6,0.86,0.9,1.4,2.3,1.7,0.5,0.1,1.0,1.8,8.8,,1977-78,1978
175.0,Jim Price,28.0,2TM,PG,83.0,,23.2,3.5,7.9,0.448,1.6,2.0,0.799,0.7,2.4,3.1,3.1,1.4,0.1,2.1,2.4,8.7,,1977-78,1978
176.0,Jim Price,28.0,DEN,PG,49.0,,22.2,2.9,6.0,0.481,1.0,1.3,0.773,0.6,2.6,3.2,3.2,1.4,0.1,2.1,2.4,6.8,,1977-78,1978
